Document,Section,Heading,Main Question,Rubric Count,Concept Count,QA Score,Warning Count,Warning Codes
REGULATION 83-130,11,,What filing or registration requirements are established by section 11 of REGULATION 83-130?,1,0,75,2,GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION
REGULATION 83-130,12,,What notice requirements are established by section 12 of REGULATION 83-130?,5,5,90,1,QUESTION_MISSING_SUBJECT
REGULATION 83-130,13,,What filing or registration requirements are established by section 13 of REGULATION 83-130?,2,0,90,1,QUESTION_MISSING_SUBJECT
REGULATION 83-130,14,,What offences and penalties are established by section 14 of REGULATION 83-130?,3,0,100,0,
REGULATION 83-130,14.1,,What certification requirements are established by section 14.1 of REGULATION 83-130?,1,0,80,1,MALFORMED_QUESTION
REGULATION 83-130,15,,What requirements are established by section 15 of REGULATION 83-130?,2,0,70,2,MALFORMED_QUESTION;QUESTION_MISSING_SUBJECT
REGULATION 83-130,16,,"How may a filed plan of survey be corrected under section 16 of REGULATION 83-130, and what limits and filing consequences apply?",8,0,90,1,QUESTION_MISSING_SUBJECT
REGULATION 83-130,17,,What filing or registration requirements are established by section 17 of REGULATION 83-130?,3,1,85,3,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
REGULATION 83-130,18,,What does section 18 of REGULATION 83-130 provide?,1,0,75,2,GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION
REGULATION 83-130,18.1,,What notice requirements are established by section 18.1 of REGULATION 83-130?,3,2,60,3,AMENDMENT_HISTORY_LEAK;QUESTION_MISSING_SUBJECT;AMENDMENT_HISTORY_LEAK
REGULATION 83-130,18.2,,What requirements are established by section 18.2 of REGULATION 83-130?,1,1,70,2,AMENDMENT_HISTORY_LEAK;AMENDMENT_HISTORY_LEAK
REGULATION 83-130,18.3,,What does section 18.3 of REGULATION 83-130 provide?,3,1,45,5,GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT
REGULATION 83-130,19,,What requirements are established by section 19 of REGULATION 83-130?,1,1,90,1,QUESTION_MISSING_SUBJECT
REGULATION 83-130,19.1,,What does section 19.1 of REGULATION 83-130 provide?,1,1,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 83-130,19.2,,What certification requirements are established by section 19.2 of REGULATION 83-130?,1,0,90,1,QUESTION_MISSING_SUBJECT
REGULATION 83-130,19.3,,What order-making rules are established by section 19.3 of REGULATION 83-130?,1,0,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 83-130,19.4,,What are the application requirements under section 19.4 of REGULATION 83-130?,1,0,75,2,GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION
REGULATION 83-130,20,,What requirements are established by section 20 of REGULATION 83-130?,8,3,0,13,AMENDMENT_HISTORY_LEAK;GENERIC_RUBRIC_PROMPT;QUESTION_MISSING_SUBJECT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;RUBRIC_ANSWER_TOO_LONG;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION
REGULATION 83-130,20.1,,What filing or registration requirements are established by section 20.1 of REGULATION 83-130?,3,1,75,4,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;QUESTION_MISSING_SUBJECT;GENERIC_RUBRIC_PROMPT
REGULATION 83-130,21,,What does section 21 of REGULATION 83-130 provide?,5,1,15,9,AMENDMENT_HISTORY_LEAK;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;QUESTION_MISSING_SUBJECT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;AMENDMENT_HISTORY_LEAK
REGULATION 83-130,21.1,,What does section 21.1 of REGULATION 83-130 provide?,1,0,85,2,GENERIC_RUBRIC_PROMPT;QUESTION_MISSING_SUBJECT
REGULATION 83-130,21.2,,What does section 21.2 of REGULATION 83-130 provide?,1,1,60,3,AMENDMENT_HISTORY_LEAK;QUESTION_MISSING_SUBJECT;AMENDMENT_HISTORY_LEAK
REGULATION 83-130,21.21,,What filing or registration requirements are established by section 21.21 of REGULATION 83-130?,1,1,75,2,GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION
REGULATION 83-130,21.22,,What filing or registration requirements are established by section 21.22 of REGULATION 83-130?,1,1,100,0,
REGULATION 83-130,21.3,,What certification requirements are established by section 21.3 of REGULATION 83-130?,1,1,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 83-130,21.4,,What duties does section 21.4 of REGULATION 83-130 impose?,1,0,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 83-130,22,,What does section 22 of REGULATION 83-130 provide?,1,0,90,1,QUESTION_MISSING_SUBJECT
REGULATION 83-130,23,,What does section 23 of REGULATION 83-130 provide?,1,1,90,1,QUESTION_MISSING_SUBJECT
REGULATION 83-130,24,,What does section 24 of REGULATION 83-130 provide?,1,1,90,1,QUESTION_MISSING_SUBJECT
REGULATION 83-130,25,,What regulation-making authority is established by section 25 of REGULATION 83-130?,2,0,45,6,AMENDMENT_HISTORY_LEAK;GENERIC_RUBRIC_PROMPT;QUESTION_MISSING_SUBJECT;GENERIC_RUBRIC_PROMPT;AMENDMENT_HISTORY_LEAK;RUBRIC_ANSWER_TOO_LONG
